category,company,funds_against,funds_else,funds_for,id,link,outcome,proposal,year
soc,Altria Group,"[284, 274, 268, 279, 277, 269, 350, 283, 276, 275, 267, 360, 316, 331, 345, 351, 364, 226, 366, 361, 46, 82, 84, 80, 245, 36, 246, 71, 45, 247, 207, 253, 138, 150, 79, 139, 26, 72, 248, 97, 191, 196, 391, 5, 395, 3, 17, 397, 293, 315]",[],[],4688,,-,Participate in OECD Mediation for Human Rights Violations,2016
soc,Altria Group,"[284, 274, 268, 279, 277, 269, 350, 283, 276, 275, 267, 360, 316, 331, 345, 351, 364, 226, 366, 361, 46, 82, 84, 80, 245, 36, 246, 71, 45, 247, 207, 253, 138, 150, 79, 139, 26, 72, 248, 97, 191, 196, 391, 5, 395, 3, 17, 397, 293, 315]",[],[],4689,,-,Report on Health Impacts of Additives and Chemicals in Products,2016
soc,Amazon.com,"[284, 274, 282, 269, 283, 270, 360, 368, 331, 351, 364, 394, 341, 366, 46, 82, 36, 71, 45, 207, 38, 79, 43, 139, 59, 72, 25, 97, 191, 196, 391, 5, 292, 395, 232, 334, 422, 397, 318, 388, 293, 315]",[],"[245, 246]",4690,https://www.sec.gov/Archives/edgar/data/1018724/000119312516530747/d78603ddef14a.htm,23.31,Report on Human Rights Risk Assessment Process,2016
soc,Amazon.com,"[284, 274, 282, 269, 283, 270, 360, 368, 331, 351, 364, 394, 341, 366, 46, 82, 245, 36, 246, 71, 45, 207, 38, 79, 43, 139, 59, 72, 25, 97, 191, 196, 391, 5, 292, 334, 422, 397, 318, 388, 293, 315, 395, 232]",[],[],4691,https://www.sec.gov/Archives/edgar/data/1018724/000119312516530747/d78603ddef14a.htm,5.13,Report on Political Contributions,2016
soc,American Airlines Group,[],"[284, 274, 281, 269, 283, 263, 331, 351, 364, 340, 366, 82, 84, 47, 36, 78, 71, 45, 61, 79, 139, 72, 97, 30]",[],4692,,-,Report on Lobbying Payments and Policy - Withdrawn Resolution,2016
soc,American Airlines Group,"[284, 274, 281, 269, 283, 263, 331, 351, 364, 340, 366]","[82, 84, 47, 36, 78, 71, 45, 61, 79, 139, 72, 97, 30, 391, 5, 395, 232, 422, 293, 318, 388, 95]",[],4693,,-,Report on Political Contributions,2016
soc,American Express,"[274, 279, 350, 316, 364, 366, 82, 84, 47, 36, 71, 45, 207, 38, 79, 139, 72, 97, 28, 191, 196, 28, 18, 391, 5, 395, 318, 388, 293, 315]",[],[246],4694,https://www.sec.gov/Archives/edgar/data/4962/000120677416005032/amex_def14a.htm,0.0,Prepare Employment Diversity Report,2016
soc,American Express,"[274, 279, 350, 316, 364, 366, 82, 84, 47, 36, 71, 45, 207, 38, 79, 139, 72, 97, 28, 191, 196, 28, 18, 391, 5, 395, 318, 388, 293, 315]",[],[246],4695,https://www.sec.gov/Archives/edgar/data/4962/000120677416005032/amex_def14a.htm,21.97,Report on Board Oversight of Privacy and Data Security and Requests for Customer Information,2016
soc,American Express,"[274, 279, 350, 316, 364, 366, 82, 84, 47, 36, 246, 71, 45, 207, 38, 79, 139, 72, 97, 28, 191, 196, 28, 18, 391, 5, 395, 318, 388, 293, 315]",[],[],4696,https://www.sec.gov/Archives/edgar/data/4962/000120677416005032/amex_def14a.htm,0.0,Report on Lobbying Payments and Policy,2016
soc,Anthem,"[284, 274, 279, 269, 349, 368, 316, 331, 364, 366, 82, 84, 47, 245, 36, 78, 246, 71, 45, 247, 207, 253, 138, 79, 139, 72, 97, 191, 66, 196, 29, 391, 5, 395, 232, 293, 315]",[],[],4697,https://www.sec.gov/Archives/edgar/data/1156039/000119312516527926/d64103ddef14a.htm,9.33,Report on Lobbying Payments and Policy,2016
soc,Apple,"[284, 274, 268, 281, 282, 269, 283, 270, 276, 275, 267, 368, 354, 263, 331, 345, 351, 364, 228, 394, 341, 366, 46, 74, 32, 245, 36, 78, 246, 71, 45, 207, 38, 79, 43, 139, 72, 97, 191, 196, 18, 391, 5, 395, 422, 397, 318, 388, 293, 315, 95]",[],[],4698,http://www.sec.gov/Archives/edgar/data/320193/000119312516422528/d79474ddef14a.htm,-,7 Report on Guidelines for Country Selection,2016
soc,Apple,"[284, 274, 268, 281, 282, 269, 283, 270, 276, 275, 267, 368, 354, 263, 331, 345, 351, 364, 228, 394, 341, 366, 46, 74, 32, 245, 36, 78, 246, 71, 45, 207, 38, 79, 43, 139, 72, 97, 191, 196, 18, 391, 5, 395, 422, 397, 318, 388, 293, 315, 95]",[],[],4699,http://www.sec.gov/Archives/edgar/data/320193/000119312516422528/d79474ddef14a.htm,5.13,Adopt Policy to Increase Diversity of Senior Management and Board of Directors,2016
soc,AT&T,"[284, 274, 277, 269, 283, 368, 331, 351, 364, 366, 361, 74, 82, 32, 84, 80, 47, 36, 71, 45, 60, 207, 38, 150, 79, 139, 72, 248, 192, 97, 191, 196, 80]",[],[],4700,http://www.sec.gov/Archives/edgar/data/732717/000119312516501419/d107557ddef14a.htm,28.98,Report on Indirect Political Contributions,2016
soc,AT&T,"[284, 274, 277, 269, 283, 368, 331, 351, 364, 366, 361, 74, 82, 32, 84, 80, 47, 36, 71, 45, 60, 207, 38, 150, 79, 139, 72, 248, 192, 97, 191, 196, 80, 391, 5, 395, 422, 318, 388, 315, 95]",[],[],4701,http://www.sec.gov/Archives/edgar/data/732717/000119312516501419/d107557ddef14a.htm,33.89,Report on Lobbying Payments and Policy,2016
soc,Autozone,"[274, 222, 368, 344, 364, 362, 366, 246, 391, 5, 395, 3, 397]",[],"[46, 36, 71, 45, 207, 79, 139, 59, 72, 248, 25, 97, 196]",4702,,-,Report on Political Contributions and Lobbying Expenditures,2016
soc,Bank of Nova Scotia,"[364, 217, 207, 157, 140, 177, 192, 161, 191, 196, 18, 301, 292, 95]",[],[],4703,,-,SP 2: Pay Fair Share of Taxes,2016
soc,BCE,"[279, 316, 364, 217, 207, 253, 138, 157, 140, 182, 196, 301, 3, 17]",[],[],4704,,-,SP 1: Female Representation in Senior Management,2016
soc,Beijer Alma,[],[158],[],4705,,-,Adopt Vision Regarding Gender Equality in the Company,2016
soc,Billerudkorsnas,[301],"[157, 170]",[],4706,,-,Adopt a Vision for Absolute Gender Equality on All Levels Within the Company,2016
soc,Cabot Oil & GAS,"[274, 343, 364, 362, 366, 312, 343, 355]","[391, 5, 272, 395, 334, 422, 397, 318]","[46, 84, 47, 36, 71, 45, 79, 139, 211, 72, 27, 97, 57]",4707,,-,Report on Lobbying Payments and Political Contributions,2016
soc,Canadian Imperial Bank of Commerce Cibc Toronto O,"[364, 217, 207, 157, 140, 177, 192, 161, 191, 196, 301]",[],[],4708,,-,SP 2: Pay Fair Share of Taxes,2016
soc,Carmax,"[274, 364, 362, 366, 391, 5, 272, 395, 397, 318, 422]",[],"[46, 82, 84, 47, 36, 78, 71, 45, 207, 79, 139, 59, 72, 25, 97, 196]",4709,https://www.sec.gov/Archives/edgar/data/1170010/000117001016000130/a2016proxy.htm,24.4,Report on Political Contributions,2016
soc,Cascades,"[180, 301]",[],[],4710,,-,SP 1: Female Representation,2016
soc,Caterpillar,"[284, 274, 269, 350, 368, 331, 344, 364, 366, 361]","[82, 84, 80, 47, 36, 71, 45, 207, 38, 79, 139, 72, 97, 191, 30, 196, 80, 18, 391, 5, 395, 17, 318, 388]",[246],4711,https://www.sec.gov/Archives/edgar/data/18230/000120677416005563/caterpillar_def14a.htm,17.72,Report on Lobbying Payments and Policy,2016
soc,Chesapeake Energy,"[274, 362, 366, 47, 83, 36, 71, 45, 139, 72, 27, 97, 191, 57, 391, 5, 395]",[],[],4712,https://www.sec.gov/Archives/edgar/data/895126/000119312516535552/d264504ddef14a.htm,5.71,7 Report on Lobbying Payments and Policy,2016
soc,Chevron,"[284, 274, 268, 279, 277, 269, 275, 267, 368, 354, 316, 331, 345, 364, 366, 312, 343, 355, 84, 80, 47, 185, 36, 71, 45, 207, 38, 79, 139, 211, 72, 192, 27, 97, 191, 57, 196, 80, 18, 391, 5, 395, 17, 293, 315]",[],[247],4713,https://www.sec.gov/Archives/edgar/data/93410/000119312516533382/d117593ddef14a.htm,27.4,Report on Lobbying Payments and Policy,2016
soc,Citigroup,"[284, 274, 268, 279, 281, 277, 269, 283, 275, 267, 222, 368, 263, 316, 331, 345, 351, 364, 366, 82, 84, 47, 36, 71, 45, 207, 79, 139, 72, 97, 40, 28, 191, 196, 28]","[391, 5, 395, 232, 334, 293, 315, 95]",[247],4714,http://www.sec.gov/Archives/edgar/data/831001/000120677416004949/citi_def14a.htm,23.62,Report on Lobbying Payments and Policy,2016
soc,Comcast,"[284, 274, 268, 279, 281, 277, 269, 283, 276, 275, 267, 222, 368, 263, 316, 331, 345, 351, 364, 341, 366, 18, 391, 5, 395, 397, 318, 293, 315, 95]","[46, 74, 82, 84, 47, 36, 78, 71, 45, 207, 150, 79, 139, 72, 25, 97, 191, 196]","[245, 246]",4715,https://www.sec.gov/Archives/edgar/data/1166691/000119312516535136/d162753ddef14a.htm,16.74,Report on Lobbying Payments and Policy,2016
soc,Conocophillips,"[274, 279, 368, 316, 364, 366, 312, 343, 355, 84, 80, 47, 185, 36, 71, 45, 38, 79, 139, 211, 72, 27, 97, 191, 57, 196]","[391, 5, 395, 95]",[],4716,https://www.sec.gov/Archives/edgar/data/1163165/000104746916011624/a2227560zdef14a.htm,20.59,Report on Lobbying Payments and Policy,2016
soc,Consol Energy,"[284, 269, 331, 367, 362, 366, 312]","[5, 395]","[36, 50, 71, 45, 148, 148, 48, 72, 67]",4717,,-,Report on Lobbying Payments and Policy,2016
soc,Continental Resources,"[364, 362, 366, 84, 36, 45, 79, 211, 148, 148, 48, 57]","[5, 395]",[],4718,,-,Report on Steps Taken to Increase Board Diversity,2016
soc,CVS Health,"[284, 274, 268, 281, 277, 269, 276, 275, 267, 360, 368, 263, 331, 345, 364, 366, 46, 74, 82, 84, 47, 86, 36, 246, 71, 45, 207, 38, 150, 79, 139, 26, 59, 72, 97, 191, 196, 18, 391, 5, 395, 397, 318, 388, 293, 315, 95]",[],[],4719,https://www.sec.gov/Archives/edgar/data/64803/000120677416005376/cvs_def14a.htm,-,5 Report on Pay Disparity,2016
soc,CVS Health,"[284, 274, 268, 281, 277, 269, 276, 275, 267, 360, 368, 263, 331, 345, 364, 366, 46, 74, 82, 84, 47, 86, 36, 246, 71, 45, 207, 38, 150, 79, 139, 26, 59, 72, 97, 191, 196]","[18, 391, 5, 395, 397, 318, 388, 293, 315, 95]",[],4720,https://www.sec.gov/Archives/edgar/data/64803/000120677416005376/cvs_def14a.htm,5.63,Report on Consistency Between Corporate Values and Political Contributions,2016
soc,Danaher,"[274, 368, 364, 366, 46, 74, 82, 84, 47, 36, 71, 45, 207, 79, 139, 72, 97, 191, 30, 196]","[391, 5, 395, 3, 397, 293]",[247],4721,https://www.sec.gov/Archives/edgar/data/313616/000119312516526835/d141260ddef14a.htm,28.98,Report on Political Contributions,2016
soc,Darden Restaurants,"[274, 344, 364, 362, 391, 5, 395]","[47, 36, 78, 71, 45, 79, 139, 72, 25, 192, 97, 196]",[],4722,,-,Report on Lobbying Payments and Policy,2016
soc,Deere,"[274, 364, 366, 47, 36, 78, 71, 45, 207, 38, 79, 139, 72, 97, 191, 30, 196]","[391, 5, 395, 318, 388]",[],4723,http://www.sec.gov/Archives/edgar/data/315189/000120677416004059/deere_def14a.htm,2.65,Report on Consistency Between Corporate Values and Political Contributions,2016
soc,Devon Energy,"[274, 281, 343, 368, 263, 344, 364, 366, 312, 343, 355, 391, 5, 395, 397]",[],"[46, 84, 47, 185, 36, 71, 45, 79, 139, 211, 72, 27, 97, 191, 57, 196]",4724,https://www.sec.gov/Archives/edgar/data/1090012/000119312516556736/d130272ddef14a.htm,29.95,Report on Lobbying Payments and Policy,2016
soc,Devon Energy,"[274, 281, 343, 368, 263, 344, 364, 366, 312, 343, 355, 391, 5, 395, 397]",[],"[46, 84, 47, 185, 36, 71, 45, 79, 139, 211, 72, 27, 97, 191, 57, 196]",4725,https://www.sec.gov/Archives/edgar/data/1090012/000119312516556736/d130272ddef14a.htm,34.51,Review Public Policy Advocacy on Climate Change,2016
soc,Discovery Communications,"[274, 364, 359, 362, 366, 391, 5, 395, 232, 397, 293, 315]",[],"[46, 74, 82, 84, 36, 78, 71, 45, 207, 79, 139, 72, 25, 97]",4726,,-,Report on Steps Taken to Increase Board Diversity,2016
soc,Dominion Resources,"[284, 274, 279, 269, 316, 331, 364, 366, 361, 18, 391, 5, 395, 3, 17, 397]",[],"[46, 82, 84, 80, 47, 36, 71, 45, 252, 79, 139, 160, 72, 248, 33, 97, 196]",4727,,-,Report on Lobbying Payments and Policy,2016
soc,DTE Energy,"[284, 274, 269, 368, 331, 364, 362, 366, 361, 74, 82, 84, 80, 47, 83, 36, 71, 45, 253, 138, 79, 139, 72, 33, 97, 196, 391, 5, 395]",[],[252],4728,,-,Report on Lobbying Payments and Political Contributions,2016
soc,Duke Energy,"[274, 364, 366, 361, 82, 84, 80, 47, 36, 71, 45, 38, 79, 139, 160, 72, 33, 97, 191, 196]","[18, 395, 3, 17, 391, 5]",[252],4729,https://www.sec.gov/Archives/edgar/data/1326160/000104746916011517/a2227478zdef14a.htm,29.11,Report on Lobbying Payments and Policy,2016
soc,E. I. Du Pont De Nemours,"[284, 274, 279, 269, 360, 368, 316, 331, 364, 366, 312, 46, 82, 84, 47, 36, 71, 45, 207, 38, 79, 139, 72, 97, 191, 31, 196, 391, 5, 395, 397, 318]",[],[],4730,,-,Create Employee Advisory Position for Board,2016
soc,eBay,"[284, 274, 269, 368, 331, 364, 366, 46, 82, 32, 84, 36, 71, 45, 207, 38, 150, 79, 43, 139, 72, 97, 64, 191, 196]","[18, 391, 5, 395, 422, 397, 318, 388, 293]",[247],4731,https://www.sec.gov/Archives/edgar/data/1065088/000120677416005069/ebay_def14a.htm,44.62,Report on Gender Pay Gap,2016
soc,ELI Lilly,"[284, 274, 269, 283, 360, 349, 368, 331, 351, 364, 366, 46, 82, 84, 47, 245, 36, 246, 71, 45, 207, 79, 139, 72, 248, 97, 191, 58, 196, 29, 18, 391, 5, 395, 232, 422, 397, 318, 388, 293, 315, 95]",[],[],4732,https://www.sec.gov/Archives/edgar/data/59478/000005947816000331/proxy2016.htm,1.84,Report on Guidelines for Country Selection,2016
soc,Emerson Electric,"[284, 274, 269, 368, 331, 364, 366, 361, 47, 36, 71, 45, 207, 79, 139, 72, 97, 191, 30, 196, 80]","[391, 5, 395]",[],4733,https://www.sec.gov/Archives/edgar/data/32604/000003260415000053/emersonproxystatement2016a.htm,33.88,Report on Lobbying Payments and Policy,2016
soc,Emerson Electric,"[284, 274, 269, 368, 331, 364, 366, 361, 47, 36, 71, 45, 207, 79, 139, 72, 97, 191, 30, 196, 80]","[391, 5, 395]",[],4734,https://www.sec.gov/Archives/edgar/data/32604/000003260415000053/emersonproxystatement2016a.htm,26.7,Report on Political Contributions,2016
soc,Express Scripts,"[274, 349, 364, 366]","[391, 5, 395, 293, 315]","[82, 84, 47, 36, 78, 71, 45, 247, 207, 38, 253, 138, 150, 79, 139, 72, 97, 191, 66, 196, 29]",4735,https://www.sec.gov/Archives/edgar/data/1532063/000119312516511918/d70696ddef14a.htm,27.0,Report on Political Contributions,2016
soc,Exxon Mobil,"[284, 274, 279, 277, 269, 350, 368, 316, 331, 364, 366, 312, 343, 18, 391, 5, 395, 17, 318, 388, 315, 95]",[],"[84, 47, 245, 185, 36, 71, 45, 247, 207, 38, 79, 139, 211, 72, 27, 97, 191, 57, 196, 80]",4736,https://www.sec.gov/Archives/edgar/data/34088/000119312516539460/d14941ddef14a.htm,25.7,Report on Lobbying Payments and Policy,2016
soc,Facebook,"[284, 274, 268, 282, 269, 283, 270, 276, 275, 267, 360, 368, 331, 344, 345, 351, 364, 394, 341, 366, 46, 74, 82, 32, 36, 71, 45, 207, 81, 38, 79, 43, 139, 72, 97, 64, 191, 196, 391, 5, 395, 397, 293, 315]",[],[],4737,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000074/facebook2016definitiveprox.htm,-,Establish International Policy Board Committee,2016
soc,Facebook,"[284, 274, 268, 282, 269, 283, 270, 276, 275, 267, 360, 368, 331, 344, 345, 351, 364, 394, 341, 366, 46, 74, 82, 32, 36, 71, 45, 207, 81, 38, 79, 43, 139, 72, 97, 64, 191, 196, 391, 5, 395, 397, 293, 315]",[],[],4738,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000074/facebook2016definitiveprox.htm,6.59,Report on Gender Pay Gap,2016
soc,Facebook,"[284, 274, 268, 282, 269, 283, 270, 276, 275, 267, 360, 368, 331, 344, 345, 351, 364, 394, 341, 366, 391, 5, 395, 397, 293, 315]",[],"[46, 74, 82, 32, 36, 71, 45, 207, 81, 38, 79, 43, 139, 72, 97, 64, 191, 196]",4739,https://www.sec.gov/Archives/edgar/data/1326801/000132680116000074/facebook2016definitiveprox.htm,8.3,Report on Lobbying Payments and Policy,2016
soc,FedEx,"[284, 274, 268, 277, 269, 276, 275, 331, 344, 345, 364, 284, 274, 268, 277, 269, 276, 275, 331, 344, 345, 364, 46, 47, 36, 71, 45, 61, 207, 38, 79, 139, 72, 97, 191, 30, 196]","[267, 360, 267, 360, 18, 391, 5, 395, 422, 397, 318, 388, 18, 391, 5, 395, 422, 397, 318, 388]","[46, 47, 36, 71, 45, 61, 207, 38, 79, 139, 72, 97, 191, 30, 196]",4740,https://www.sec.gov/Archives/edgar/data/1048911/000104746916014985/a2229267zdef14a.htm,25.3,Report on Consistency Between Corporate Values and Political Contributions,2016
soc,FedEx,"[284, 274, 268, 277, 269, 276, 275, 331, 344, 345, 364]","[267, 360, 18, 391, 5, 395, 422, 397, 318, 388]","[46, 47, 36, 71, 45, 61, 207, 38, 79, 139, 72, 97, 191, 30, 196]",4741,https://www.sec.gov/Archives/edgar/data/1048911/000104746916014985/a2229267zdef14a.htm,25.3,Report on Lobbying Payments and Policy,2016
soc,Firstenergy,"[274, 402, 283, 351, 364, 362, 340, 366, 391, 5, 395, 232, 315]","[74, 84, 80, 47, 83, 36, 71, 45, 150, 79, 139, 72, 248, 33, 97, 191, 196]",[],4742,https://www.sec.gov/Archives/edgar/data/1031296/000119312516526920/d127651ddef14a.htm,27.66,Report on Lobbying Payments and Policy,2016
soc,Fleetcor Technologies,"[282, 270, 364, 394, 336, 362, 366, 5, 395]",[],"[84, 36, 45, 207, 148, 148, 48, 64, 196]",4743,,-,Report on Plans to Increase Board Diversity,2016
soc,Fluor,"[274, 360, 364, 362, 366]","[391, 5, 395, 315]","[74, 82, 84, 47, 83, 36, 78, 71, 45, 207, 79, 139, 72, 97, 30, 196]",4744,http://www.sec.gov/Archives/edgar/data/1124198/000104746916010949/a2227438zdef14a.htm,52.49,Report on Political Contributions,2016
soc,General Electric,"[284, 274, 279, 277, 269, 350, 368, 316, 331, 364, 226, 366, 46, 74, 82, 84, 47, 36, 71, 45, 207, 38, 79, 139, 72, 97, 191, 30, 196, 18, 391, 5, 395, 17, 397, 315]",[],[],4745,http://www.sec.gov/Archives/edgar/data/40545/000120677416004893/ge_def14a.htm,24.66,Report on Guidelines for Country Selection,2016
soc,General Electric,"[284, 274, 279, 277, 269, 350, 368, 316, 331, 364, 226, 366, 46, 74, 82, 84, 47, 36, 71, 45, 207, 38, 79, 139, 72, 97, 191, 30, 196, 18, 391, 5, 395, 17, 397, 315]",[],[],4746,http://www.sec.gov/Archives/edgar/data/40545/000120677416004893/ge_def14a.htm,24.66,Report on Lobbying Payments and Policy,2016
soc,H & M Hennes & Mauritz,"[173, 207, 214, 157, 140, 142, 161, 196, 301]",[],[],4747,,-,Adopt a Vision for Absolute Gender Equality on All Levels Within the Company,2016
soc,Honeywell International,"[274, 279, 281, 368, 263, 316, 364, 366, 46, 74, 82, 84, 47, 36, 71, 45, 207, 38, 79, 139, 56, 72, 97, 191, 30, 196]","[18, 391, 5, 395, 397, 318, 388, 293, 95]",[],4748,,-,Report on Lobbying Payments and Policy,2016
soc,Hufvudstaden,"[210, 401, 141, 170, 301]",[],[],4749,,-,Adopt Vision Regarding Gender Equality in the Company,2016
soc,Industrivarden,"[301, 301]","[207, 157, 157, 140, 142]",[],4750,,-,Regarding Gender Equality in the Company,2016
soc,International Business Machines,"[284, 274, 269, 368, 331, 364, 366, 361, 391, 5, 395, 17, 397, 315]","[46, 82, 32, 84, 47, 36, 71, 45, 207, 38, 150, 79, 139, 72, 97, 64, 191, 196, 80]",[],4751,,-,Report on Lobbying Payments and Policy,2016
soc,Investment Kinnevik,"[301, 292]","[207, 214, 157, 140, 143, 143, 177, 196, 98]",[],4752,,-,Adopt a Vision for Absolute Gender Equality on All Levels Within the Company,2016
soc,Investor,[301],"[207, 214, 157, 157, 140, 177, 196]",[],4753,,-,Adopt a Vision for Absolute Gender Equality on All Levels Within the Company,2016
soc,J.B. Hunt Transport Services,"[274, 368, 364, 362, 366]","[46, 74, 82, 84, 47, 36, 71, 45, 61, 79, 139, 72, 97, 30, 196]","[391, 5, 272, 395, 397, 293]",4754,,-,Amend EEO Policy to Prohibit Discrimination Based on Sexual Orientation and Gender Identity,2016
soc,Johnson & Johnson,"[284, 274, 268, 279, 277, 269, 350, 275, 267, 349, 368, 316, 331, 345, 364, 226, 366, 46, 74, 82, 84, 47, 245, 36, 246, 71, 45, 247, 207, 38, 253, 138, 150, 79, 139, 72, 248, 97, 191, 58, 196, 80, 29, 18, 391, 5, 395, 3, 17, 397, 318, 388, 293, 315, 95]",[],[],4755,http://www.sec.gov/Archives/edgar/data/200406/000119312516505952/d110075ddef14a.htm,9.48,Report on Lobbying Payments and Policy,2016
soc,Johnson & Johnson,"[284, 274, 268, 279, 277, 269, 350, 275, 267, 349, 368, 316, 331, 345, 364, 226, 366, 46, 74, 82, 84, 47, 245, 36, 246, 71, 45, 247, 207, 38, 253, 138, 150, 79, 139, 72, 248, 97, 191, 58, 196, 80, 29, 18, 391, 5, 395, 3, 17, 397, 318, 388, 293, 315, 95]",[],[],4756,http://www.sec.gov/Archives/edgar/data/200406/000119312516505952/d110075ddef14a.htm,9.48,Report on Policies for Safe Disposal of Prescription Drugs by Users,2016
soc,JOY Global,"[402, 367, 362, 366]","[5, 395]","[83, 36, 50, 71, 45, 148, 148, 48, 72]",4757,,-,Adopt Policy and Report on Board Diversity,2016
soc,JPMorgan Chase,"[284, 274, 268, 279, 281, 277, 269, 350, 275, 267, 222, 368, 354, 263, 316, 331, 345, 364, 366, 82, 84, 47, 245, 36, 246, 71, 45, 247, 207, 38, 79, 139, 72, 97, 40, 28, 191, 196, 28, 18, 391, 5, 395, 232, 334, 422, 17, 318, 388, 293, 315, 95]",[],[],4758,https://www.sec.gov/Archives/edgar/data/19617/000001961716000933/jpmc2016definitiveproxy.htm,-,Prohibit Accelerated Vesting of Awards to Pursue Government Service,2016
soc,Kansai Electric Power,"[284, 269, 331, 344, 364, 284, 269, 331, 344, 364, 284, 269, 331, 344, 364, 284, 269, 331, 344, 364, 214, 157, 140, 142, 174, 161, 191, 162, 218, 196, 214, 157, 140, 142, 174, 161, 191, 162, 218, 196, 214, 157, 140, 142, 174, 161, 191, 162, 218, 196]",[],[],4759,,-,Amend Articles to Introduce Provision on Corporate Social Responsibility related to Human Resource Development and Technology Development,2016
soc,Kansai Electric Power,"[214, 157, 140, 142, 174, 161, 191, 162, 218, 196]",[301],[],4760,,-,Amend Articles to Introduce Provision on Corporate Social Responsibility to Promote Operational Sustainability,2016
soc,Kansai Electric Power,"[284, 269, 331, 344, 364, 214, 157, 140, 142, 174, 161, 191, 162, 218, 196, 301]",[],[],4761,,-,Amend Articles to Promote Maximum Disclosure to Gain Consumer Trust,2016
soc,Kansai Electric Power,[],"[301, 301, 301]",[],4762,,-,Amend articles to introduce provision oncorporate social responsibility related to human resource development and technology development,2016
soc,Kinder Morgan,"[284, 274, 269, 231, 368, 331, 364, 227, 366, 82, 80, 47, 36, 71, 45, 207, 79, 139, 160, 72, 248, 27, 97, 191, 196]","[391, 5, 395]",[],4763,https://www.sec.gov/Archives/edgar/data/1506307/000104746916011734/a2227858zdef14a.htm,23.63,Report on Steps Taken to Increase Board Diversity,2016
soc,Kinder Morgan,"[284, 274, 269, 231, 368, 331, 364, 227, 366]","[391, 5, 395]","[82, 80, 47, 36, 71, 45, 207, 79, 139, 160, 72, 248, 27, 97, 191, 196]",4764,https://www.sec.gov/Archives/edgar/data/1506307/000104746916011734/a2227858zdef14a.htm,29.77,"Report on Sustainability, Including Human Rights",2016
soc,Laboratory Corp. of America Holdings,"[274, 268, 277, 276, 275, 267, 345, 364, 362, 366, 46, 74, 82, 84, 36, 71, 45, 207, 253, 138, 79, 139, 72, 97, 66, 196, 29]","[391, 5, 395, 397]",[],4765,,-,Report on Zika Virus Controls for Primates and Employees,2016
soc,Laurentian Bank of Canada,"[158, 301]",[],[],4766,,-,SP 4: Pay Fair Share of Taxes,2016
soc,Linkedin,"[364, 362, 366, 84, 36, 45, 207, 81, 79, 43, 148, 148, 48, 64]","[5, 272, 395]",[],4767,,-,Report on Plans to Increase Board Diversity,2016
soc,Marathon Petroleum,"[284, 274, 279, 281, 269, 276, 368, 263, 316, 331, 364, 366, 312, 82, 84, 47, 36, 78, 246, 71, 45, 247, 207, 79, 139, 72, 27, 97, 191, 57, 196]","[18, 391, 5, 395, 232, 315]",[],4768,http://www.sec.gov/Archives/edgar/data/1510295/000119312516505314/d91653ddef14a.htm,6.87,Report on EHS Incidents and Worker Fatigue Policies,2016
soc,McDonald's,"[284, 274, 279, 269, 283, 368, 316, 331, 351, 364, 226, 366, 46, 74, 82, 84, 47, 36, 78, 71, 45, 207, 38, 79, 139, 72, 248, 25, 97, 191, 196, 80]","[391, 5, 395, 17, 397, 318, 293, 315]",[],4769,https://www.sec.gov/Archives/edgar/data/63908/000006390816000113/a2016def14a.htm,22.37,Adopt Policy to Ban Non-Therapeutic Use of Antibiotics in Meat Supply Chain,2016
soc,McDonald's,"[284, 274, 279, 269, 283, 368, 316, 331, 351, 364, 226, 366, 284, 274, 279, 269, 283, 368, 316, 331, 351, 364, 226, 366, 46, 74, 82, 84, 47, 36, 78, 71, 45, 207, 38, 79, 139, 72, 248, 25, 97, 191, 196, 80, 46, 74, 82, 84, 47, 36, 78, 71, 45, 207, 38, 79, 139, 72, 248, 25, 97, 191, 196, 80]","[391, 5, 395, 17, 397, 318, 293, 315, 391, 5, 395, 17, 397, 318, 293, 315]",[],4770,https://www.sec.gov/Archives/edgar/data/63908/000006390816000113/a2016def14a.htm,5.41,Report on Consistency Between Corporate Values and Political Contributions,2016
soc,McKesson,"[284, 274, 268, 269, 276, 275, 349, 331, 345]","[267, 391, 5, 395, 397, 293, 95]","[46, 47, 245, 36, 246, 71, 45, 247, 207, 79, 139, 72, 97, 191, 66, 196, 29]",4771,https://www.sec.gov/Archives/edgar/data/927653/000119312516624962/d110818ddef14a.htm,35.26,Report on Political Contributions,2016
soc,Merck &,"[284, 274, 268, 279, 281, 277, 269, 350, 283, 275, 267, 349, 368, 263, 316, 331, 351, 364, 366, 361, 82, 84, 80, 47, 245, 36, 246, 71, 45, 247, 207, 38, 150, 79, 139, 72, 248, 97, 191, 58, 196, 29, 18, 391, 5, 395, 334, 17, 318, 293, 315, 95]",[],[],4772,https://www.sec.gov/Archives/edgar/data/310158/000130817916000336/lmrk2016_def14a.htm,5.69,Report on Policies for Safe Disposal of Prescription Drugs by Users,2016
soc,Mondelez International,"[284, 274, 279, 269, 350, 283, 368, 316, 331, 351, 364, 366, 46, 82, 84, 245, 36, 78, 71, 45, 247, 207, 38, 79, 139, 26, 72, 97, 191, 196, 18, 391, 5, 395, 397, 293]",[],[],4773,,-,Participate in OECD Mediation for Human Rights Violations,2016
